Question_ID,Title,Topic,Level,Level_Range,Difficulty,Status,Score,Max_Score,Problem_Statement,Starter_Code,Is_Active,Is_Mandatory,Time_Limit,Memory_Limit_KB,Test1_Input,Test1_Output,Test2_Input,Test2_Output,Test3_Input,Test3_Output,Test4_Input,Test4_Output,Test5_Input,Test5_Output,Test6_Input,Test6_Output,Test7_Input,Test7_Output,Test8_Input,Test8_Output,Test9_Input,Test9_Output,Test10_Input,Test10_Output
M001,Copy Sim,File Handling,9,Medium,Medium,Not Attempted,0,1,Simulate file copy. Read word and print exact copy.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,hello,hello,world,world,data,data,file.txt,file.txt,code,code,hello,hello,world,world,data,data,file.txt,file.txt,code,code
M002,Find Word Sim,File Handling,9,Medium,Medium,Not Attempted,0,1,Read two words space separated (content and query). Print Found if equal else Not Found.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,hello hello,Found,hello world,Not Found,data data,Found,abc abd,Not Found,test test,Found,hello hello,Found,hello world,Not Found,data data,Found,abc abd,Not Found,test test,Found
M003,Replace Char Sim,File Handling,9,Medium,Medium,Not Attempted,0,1,Read word. Replace all 'a' with '@' and print.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,banana,b@n@n@,apple,@pple,hello,hello,data,d@t@,cat,c@t,banana,b@n@n@,apple,@pple,hello,hello,data,d@t@,cat,c@t
M004,Reverse Line Sim,File Handling,9,Medium,Medium,Not Attempted,0,1,Read word representing line and print reversed.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,hello,olleh,abc,cba,data,atad,code,edoc,file,elif,hello,olleh,abc,cba,data,atad,code,edoc,file,elif
M005,Check Empty Sim,File Handling,9,Medium,Medium,Not Attempted,0,1,Read integer N representing file length. Print Empty if N == 0 else Not Empty.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,0,Empty,5,Not Empty,10,Not Empty,1,Not Empty,0,Empty,0,Empty,5,Not Empty,10,Not Empty,1,Not Empty,0,Empty
M006,Count Specific Char Sim,File Handling,9,Medium,Medium,Not Attempted,0,1,Read word and query char space separated. Print frequency of query char.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,hello l,2,banana a,3,code z,0,test t,2,data d,1,hello l,2,banana a,3,code z,0,test t,2,data d,1
M007,Longest Word Sim,File Handling,9,Medium,Medium,Not Attempted,0,1,Read two words space separated. Print length of the longer word.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,hello programming,11,cat apple,5,a ab,2,same same,4,code data,4,hello programming,11,cat apple,5,a ab,2,same same,4,code data,4
M008,Average Word Length Sim,File Handling,9,Medium,Medium,Not Attempted,0,1,Read two words space separated. Compute total length divided by 2 (integer average) and print.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,hello world,5,a abc,2,code data,4,programming lab,7,test case,4,hello world,5,a abc,2,code data,4,programming lab,7,test case,4
M009,Remove Vowels Sim,File Handling,9,Medium,Medium,Not Attempted,0,1,Read lowercase word. Remove all vowels and print remaining string.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,hello,hll,apple,ppl,sky,sky,banana,bnn,education,dctn,hello,hll,apple,ppl,sky,sky,banana,bnn,education,dctn
M010,Count Words Sim,File Handling,9,Medium,Medium,Not Attempted,0,1,Read integer N representing word count in file and print N.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,10,10,50,50,1,1,100,100,42,42,10,10,50,50,1,1,100,100,42,42
LM001,Copy File Contents,Lab Manual File Handling,9,Hard,Hard,Not Attempted,0,1,"Write a C program to copy contents of one file to another file.
Simulated via standard I/O: Read number of lines N. Then read N lines of text representing source file. Print exact copy of text representing destination file.","#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,true,2,128000,"2
Hello World
File Copy Test","Hello World
File Copy Test","1
Single Line Data",Single Line Data,"3
Line 1
Line 2
Line 3","Line 1
Line 2
Line 3","1
E-Lab Lab Manual",E-Lab Lab Manual,"2
C Programming
File Handling","C Programming
File Handling","2
Hello World
File Copy Test","Hello World
File Copy Test","1
Single Line Data",Single Line Data,"3
Line 1
Line 2
Line 3","Line 1
Line 2
Line 3","1
E-Lab Lab Manual",E-Lab Lab Manual,"2
C Programming
File Handling","C Programming
File Handling"
H001,Merge Two Streams Sim,File Handling,9,Hard,Hard,Not Attempted,0,1,Read word1 word2 space separated. Print merged string word1word2.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,hello world,helloworld,foo bar,foobar,file copy,filecopy,data base,database,open ai,openai,hello world,helloworld,foo bar,foobar,file copy,filecopy,data base,database,open ai,openai
H002,Extract Numbers Sum Sim,File Handling,9,Hard,Hard,Not Attempted,0,1,Read two integers representing extracted numbers from file. Print their sum.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,10 20,30,100 50,150,5 5,10,0 42,42,1000 2000,3000,10 20,30,100 50,150,5 5,10,0 42,42,1000 2000,3000
H003,Encrypt Shift Sim,File Handling,9,Hard,Hard,Not Attempted,0,1,Read lowercase word. Shift each letter by +1 (z->a) and print encrypted text.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,abc,bcd,hello,ifmmp,xyz,yza,code,dpef,zebra,afcsb,abc,bcd,hello,ifmmp,xyz,yza,code,dpef,zebra,afcsb
H004,Decrypt Shift Sim,File Handling,9,Hard,Hard,Not Attempted,0,1,Read lowercase word. Shift each letter by -1 (a->z) and print decrypted text.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,bcd,abc,ifmmp,hello,yza,xyz,dpef,code,afcsb,zebra,bcd,abc,ifmmp,hello,yza,xyz,dpef,code,afcsb,zebra
H005,Line Numbering Sim,File Handling,9,Hard,Hard,Not Attempted,0,1,Read word representing line text. Print with line number prefix '1: <word>'.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,hello,1: hello,data,1: data,code,1: code,test,1: test,file,1: file,hello,1: hello,data,1: data,code,1: code,test,1: test,file,1: file
