Question_ID,Title,Topic,Level,Level_Range,Difficulty,Status,Score,Max_Score,Problem_Statement,Starter_Code,Is_Active,Is_Mandatory,Time_Limit,Memory_Limit_KB,Test1_Input,Test1_Output,Test2_Input,Test2_Output,Test3_Input,Test3_Output,Test4_Input,Test4_Output,Test5_Input,Test5_Output,Test6_Input,Test6_Output,Test7_Input,Test7_Output,Test8_Input,Test8_Output,Test9_Input,Test9_Output,Test10_Input,Test10_Output
M005,Rectangle Perimeter Struct,Structures,8,Medium,Medium,Not Attempted,0,1,Read l b of struct Rect. Print perimeter 2*(l+b).,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,2 3,10,5 5,20,10 1,22,7 8,30,12 4,32,2 3,10,5 5,20,10 1,22,7 8,30,12 4,32
M006,Student Pass Check,Structures,8,Medium,Medium,Not Attempted,0,1,Read id m1 m2. Print Pass if average >= 40 else Fail.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,101 40 40,Pass,102 30 40,Fail,103 80 90,Pass,104 0 100,Pass,105 39 39,Fail,101 40 40,Pass,102 30 40,Fail,103 80 90,Pass,104 0 100,Pass,105 39 39,Fail
M007,Oldest Employee,Structures,8,Medium,Medium,Not Attempted,0,1,Read age of 3 employees age1 age2 age3. Print max age.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,25 30 28,30,40 50 60,60,22 22 22,22,55 45 35,55,18 20 19,20,25 30 28,30,40 50 60,60,22 22 22,22,55 45 35,55,18 20 19,20
M008,Highest Priced Book,Structures,8,Medium,Medium,Not Attempted,0,1,Read prices of 3 books p1 p2 p3. Print max price.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,100 250 150,250,500 400 300,500,99 99 99,99,10 20 30,30,1000 800 1200,1200,100 250 150,250,500 400 300,500,99 99 99,99,10 20 30,30,1000 800 1200,1200
M009,Vector Dot Product,Structures,8,Medium,Medium,Not Attempted,0,1,Read 3D vectors x1 y1 z1 x2 y2 z2. Print dot product x1*x2 + y1*y2 + z1*z2.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,1 2 3 4 5 6,32,1 0 0 0 1 0,0,2 2 2 3 3 3,18,-1 -1 -1 1 1 1,-3,10 20 30 1 1 1,60,1 2 3 4 5 6,32,1 0 0 0 1 0,0,2 2 2 3 3 3,18,-1 -1 -1 1 1 1,-3,10 20 30 1 1 1,60
M010,Fraction Simplify Approx,Structures,8,Medium,Medium,Not Attempted,0,1,Read num den. Print integer quotient num/den.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,10 2,5,15 3,5,7 2,3,100 10,10,42 7,6,10 2,5,15 3,5,7 2,3,100 10,10,42 7,6
LM001,Student Grades Struct Array,Lab Manual Structures,8,Hard,Hard,Not Attempted,0,1,"Write a C program to enter info (name, reg no, marks in 6 subjects) of N students into an array of structures, find average & display grade based on average.
Average Grade mapping:
80-100 Distinction
60-79 First Class
40-59 Second Class
<40 Fail
Read N. For each student read Name, RegNo, then 6 integer marks. Output exact line per student: '<Name> <RegNo> <Average> <Grade>' where Average is rounded integer.","#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,true,2,128000,2 Alice 101 80 80 80 80 80 80 Bob 102 50 50 50 50 50 50,"Alice 101 80 Distinction
Bob 102 50 Second Class",1 Charlie 103 65 65 65 65 65 65,Charlie 103 65 First Class,1 David 104 30 30 30 30 30 30,David 104 30 Fail,2 Eve 105 90 90 90 90 90 90 Frank 106 70 70 70 70 70 70,"Eve 105 90 Distinction
Frank 106 70 First Class",1 Grace 107 45 45 45 45 45 45,Grace 107 45 Second Class,2 Alice 101 80 80 80 80 80 80 Bob 102 50 50 50 50 50 50,"Alice 101 80 Distinction
Bob 102 50 Second Class",1 Charlie 103 65 65 65 65 65 65,Charlie 103 65 First Class,1 David 104 30 30 30 30 30 30,David 104 30 Fail,2 Eve 105 90 90 90 90 90 90 Frank 106 70 70 70 70 70 70,"Eve 105 90 Distinction
Frank 106 70 First Class",1 Grace 107 45 45 45 45 45 45,Grace 107 45 Second Class
H001,Complex Multiply,Structures,8,Hard,Hard,Not Attempted,0,1,Read r1 i1 r2 i2. Compute product (r1*r2 - i1*i2) + i*(r1*i2 + r2*i1). Print real imag space separated.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,1 2 3 4,-5 10,2 0 3 0,6 0,0 1 0 1,-1 0,2 3 4 5,-7 22,1 1 1 -1,2 0,1 2 3 4,-5 10,2 0 3 0,6 0,0 1 0 1,-1 0,2 3 4 5,-7 22,1 1 1 -1,2 0
H002,Time Difference Seconds,Structures,8,Hard,Hard,Not Attempted,0,1,Read h1 m1 s1 h2 m2 s2 (time 2 >= time 1). Compute difference in total seconds and print.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,1 0 0 1 1 30,90,0 0 0 1 0 0,3600,10 15 20 10 15 50,30,5 0 0 6 30 0,5400,12 0 0 12 0 10,10,1 0 0 1 1 30,90,0 0 0 1 0 0,3600,10 15 20 10 15 50,30,5 0 0 6 30 0,5400,12 0 0 12 0 10,10
H003,Top Student Among N,Structures,8,Hard,Hard,Not Attempted,0,1,"Read N. Read N pairs of (name, total_marks). Print name of student with highest marks.","#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,3 Alice 80 Bob 95 Charlie 70,Bob,2 Dave 50 Eve 60,Eve,1 Frank 99,Frank,3 Grace 88 Heidi 88 Ivan 70,Grace,2 Judy 40 Mallory 90,Mallory,3 Alice 80 Bob 95 Charlie 70,Bob,2 Dave 50 Eve 60,Eve,1 Frank 99,Frank,3 Grace 88 Heidi 88 Ivan 70,Grace,2 Judy 40 Mallory 90,Mallory
H004,Department Salary Sum,Structures,8,Hard,Hard,Not Attempted,0,1,"Read N. Read N pairs of (dept_id, salary). Read target dept_id. Print sum of salaries for target dept.","#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,4 101 5000 102 6000 101 7000 103 4000 101,12000,3 1 100 2 200 1 300 2,200,2 10 50 10 50 10,100,3 5 1000 6 2000 7 3000 8,0,1 42 999 42,999,4 101 5000 102 6000 101 7000 103 4000 101,12000,3 1 100 2 200 1 300 2,200,2 10 50 10 50 10,100,3 5 1000 6 2000 7 3000 8,0,1 42 999 42,999
H005,Vector Cross Product Z,Structures,8,Hard,Hard,Not Attempted,0,1,Read 2D vectors x1 y1 x2 y2. Compute z-component of cross product x1*y2 - y1*x2 and print.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,1 0 0 1,1,2 3 4 6,0,5 2 1 3,13,1 1 2 2,0,3 4 -4 3,25,1 0 0 1,1,2 3 4 6,0,5 2 1 3,13,1 1 2 2,0,3 4 -4 3,25
