Question_ID,Title,Topic,Level,Level_Range,Difficulty,Status,Score,Max_Score,Problem_Statement,Starter_Code,Is_Active,Is_Mandatory,Time_Limit,Memory_Limit_KB,Test1_Input,Test1_Output,Test2_Input,Test2_Output,Test3_Input,Test3_Output,Test4_Input,Test4_Output,Test5_Input,Test5_Output,Test6_Input,Test6_Output,Test7_Input,Test7_Output,Test8_Input,Test8_Output,Test9_Input,Test9_Output,Test10_Input,Test10_Output
M006,Factorial Function,Functions,6,Medium,Medium,Not Attempted,0,1,Write a function computing factorial of n (0 to 12). Read n and print result.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,5,120,0,1,3,6,6,720,4,24,5,120,0,1,3,6,6,720,4,24
M007,Is Prime Function,Functions,6,Medium,Medium,Not Attempted,0,1,Write a function returning 1 if prime else 0. Read positive n and print result.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,7,1,4,0,2,1,1,0,11,1,7,1,4,0,2,1,1,0,11,1
M008,Fibonacci Function,Functions,6,Medium,Medium,Not Attempted,0,1,"Write a function returning nth Fibonacci number (0th=0, 1st=1). Read n and print result.","#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,6,8,0,0,1,1,7,13,10,55,6,8,0,0,1,1,7,13,10,55
M009,Count Vowels Function,Functions,6,Medium,Medium,Not Attempted,0,1,Write a function taking string and returning vowel count. Read lowercase word and print count.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,hello,2,sky,0,education,5,apple,2,code,2,hello,2,sky,0,education,5,apple,2,code,2
M010,Average Function,Functions,6,Medium,Medium,Not Attempted,0,1,"Write a function taking array and length, returning integer average. Read n and n integers, print average.","#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,3 1 2 3,2,4 10 20 30 40,25,1 5,5,2 0 10,5,5 5 5 5 5,5,3 1 2 3,2,4 10 20 30 40,25,1 5,5,2 0 10,5,5 5 5 5 5,5
LM001,Matrix Multiplication,Lab Manual Functions,6,Hard,Hard,Not Attempted,0,1,"Write a C program using functions to read two matrices A (M x N) and B (P x Q) and compute product if compatible.
Read M N then M*N integers. Read P Q then P*Q integers. If N != P print 'Incompatible'. Else print resultant matrix row by row (space separated elements).","#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,true,2,128000,2 2 1 2 3 4 2 2 1 0 0 1,"1 2
3 4",2 3 1 2 3 4 5 6 2 2 1 2 3 4,Incompatible,1 2 1 2 2 1 3 4,11,2 1 2 3 1 2 4 5,"8 10
12 15",1 1 5 1 1 6,30,2 2 1 2 3 4 2 2 1 0 0 1,"1 2
3 4",2 3 1 2 3 4 5 6 2 2 1 2 3 4,Incompatible,1 2 1 2 2 1 3 4,11,2 1 2 3 1 2 4 5,"8 10
12 15",1 1 5 1 1 6,30
LM002,Matrix Operations 2D,Lab Manual Functions,6,Hard,Hard,Not Attempted,0,1,"Write a C program using functions readmat(), rowsum(), colsum(), totsum() and printmat() for 2D array A.
Read R C then R*C integers. Output exact format:
Row Sums: <space separated sum of each row>
Col Sums: <space separated sum of each col>
Total Sum: <sum of all elements>","#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,true,2,128000,2 2 1 2 3 4,"Row Sums: 3 7
Col Sums: 4 6
Total Sum: 10",2 3 1 1 1 2 2 2,"Row Sums: 3 6
Col Sums: 3 3 3
Total Sum: 9",1 3 10 20 30,"Row Sums: 60
Col Sums: 10 20 30
Total Sum: 60",3 1 5 5 5,"Row Sums: 5 5 5
Col Sums: 15
Total Sum: 15",2 2 0 0 0 0,"Row Sums: 0 0
Col Sums: 0 0
Total Sum: 0",2 2 1 2 3 4,"Row Sums: 3 7
Col Sums: 4 6
Total Sum: 10",2 3 1 1 1 2 2 2,"Row Sums: 3 6
Col Sums: 3 3 3
Total Sum: 9",1 3 10 20 30,"Row Sums: 60
Col Sums: 10 20 30
Total Sum: 60",3 1 5 5 5,"Row Sums: 5 5 5
Col Sums: 15
Total Sum: 15",2 2 0 0 0 0,"Row Sums: 0 0
Col Sums: 0 0
Total Sum: 0"
LM003,Linear Search Function,Lab Manual Functions,6,Hard,Hard,Not Attempted,0,1,"Write a C program to perform a linear search for a given key integer in a single dimensional array of numbers and report success or failure using functions.
Read N, N integers, then Key. Print 'Success: Element found' or 'Failure: Element not found'.","#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,true,2,128000,4 10 20 30 40 30,Success: Element found,4 10 20 30 40 25,Failure: Element not found,1 5 5,Success: Element found,3 1 2 3 1,Success: Element found,3 1 2 3 99,Failure: Element not found,4 10 20 30 40 30,Success: Element found,4 10 20 30 40 25,Failure: Element not found,1 5 5,Success: Element found,3 1 2 3 1,Success: Element found,3 1 2 3 99,Failure: Element not found
LM004,Bubble Sort Function Choice,Lab Manual Functions,6,Hard,Hard,Not Attempted,0,1,"Write a C program to implement bubble sort technique using function to sort N integers in ascending/descending as per user preference.
Read integer choice (1 for Ascending, 2 for Descending), then N, then N integers. Print sorted array space separated.","#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,true,2,128000,1 4 4 3 2 1,1 2 3 4,2 4 1 2 3 4,4 3 2 1,1 3 5 1 3,1 3 5,2 3 5 1 3,5 3 1,1 1 42,42,1 4 4 3 2 1,1 2 3 4,2 4 1 2 3 4,4 3 2 1,1 3 5 1 3,1 3 5,2 3 5 1 3,5 3 1,1 1 42,42
H001,Recursive Fibonacci,Functions,6,Hard,Hard,Not Attempted,0,1,Write a recursive function for nth Fibonacci number. Read n and print result.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,6,8,7,13,0,0,1,1,10,55,6,8,7,13,0,0,1,1,10,55
H002,Recursive Factorial,Functions,6,Hard,Hard,Not Attempted,0,1,Write a recursive function for factorial. Read n (0 to 12) and print result.,"#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,5,120,0,1,3,6,6,720,4,24,5,120,0,1,3,6,6,720,4,24
H003,Matrix Trace Function,Functions,6,Hard,Hard,Not Attempted,0,1,"Write a function returning trace of square matrix. Read N then N*N integers of matrix, print trace.","#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,2 1 2 3 4,5,3 1 0 0 0 2 0 0 0 3,6,1 42,42,2 0 0 0 0,0,3 1 1 1 1 1 1 1 1 1,3,2 1 2 3 4,5,3 1 0 0 0 2 0 0 0 3,6,1 42,42,2 0 0 0 0,0,3 1 1 1 1 1 1 1 1 1,3
H004,Prime Range Count Function,Functions,6,Hard,Hard,Not Attempted,0,1,"Write a function counting primes in range [start, end]. Read start end, print count.","#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,1 10,4,10 20,4,1 100,25,14 16,0,2 5,3,1 10,4,10 20,4,1 100,25,14 16,0,2 5,3
H005,Second Min Function,Functions,6,Hard,Hard,Not Attempted,0,1,"Write a function returning second smallest distinct element. Read n and n distinct integers, print second min.","#include <stdio.h>

int main(void)
{
    /* Read from stdin and print exact output only. */
    return 0;
}
",true,false,2,128000,3 3 1 2,2,4 10 5 8 2,5,3 5 4 3,4,4 1 2 3 4,2,5 10 20 30 40 50,20,3 3 1 2,2,4 10 5 8 2,5,3 5 4 3,4,4 1 2 3 4,2,5 10 20 30 40 50,20
